,property_id,region,city,location,property_type,furnishing_state,lease_term,availability,rent,deposit,beds,baths,size,pets,smoking,parking
189,448914,Rosenthal,Edmonton,1159 Rosenthal Blvd,Apartment,Unfurnished,Long Term,Immediate,1198,$499 ,1 bd,1 ba,652 ft2,Cats & dogs allowed,,
622,449097,QC,Montreal,3405 Boul. Le Carrefour,Apartment,Unfurnished,Long Term,Immediate,1257,"$1,257 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
405,449132,Bridgwater Centre,Winnipeg,15 Cooper's town Road,Apartment,Unfurnished,Long Term,Immediate,1698,"$1,698 ",2 bd,2 ba,1036 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
330,449735,Blairmore S.C.,Saskatoon,"122, 126, 130 Shillington Crescent",Apartment,Unfurnished,Long Term,Immediate,1175,"$1,175 ",1 bd,1 ba,700 - 718,Cats & dogs negotiable,Non-smoking,Outdoor
177,449755,Casselman,Edmonton,5425 144b Ave NW,Apartment,Unfurnished,Long Term,Immediate,1099,"$1,099 ",2 bd,1.5 ba,,Cats negotiable,Non-smoking,Outdoor
309,450096,Rosewood,Saskatoon,2625 Meadows Parkway,Apartment,Unfurnished,Long Term,Immediate,1298,$499 ,1 bd,1 ba,652 ft2,Cats & dogs allowed,Non-smoking,
257,450161,South Hill,Red-Deer,3110-47 Avenue,Townhouse,Unfurnished,Long Term,Immediate,1170,$395 ,3 bd,1.5 ba,1102 ft2,No pets,Non-smoking,
76,450223,West End,Vancouver,1885 Barclay Street,Apartment,Unfurnished,Long Term,Immediate,2050,"$1,025 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Covered
51,450225,West End,Vancouver,1461 Harwood Street,Apartment,Unfurnished,Long Term,Immediate,3050,"$1,525 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
404,450289,Lord Roberts,Winnipeg,15 Berwick Court,Apartment,Unfurnished,Long Term,Immediate,1438,"$1,438 ",1 bd,1 ba,610 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
199,450561,Rideau Park,Edmonton,4007 108 Street Northwest,Apartment,Unfurnished,Long Term,Immediate,1025,"$1,025 ",1 bd + den,1 ba,800 ft2,Cats & dogs negotiable,Non-smoking,
454,450652,ON,Mississauga,3122 Hurontario Street,Apartment,Unfurnished,Long Term,Immediate,1725,"$1,725 ",1 bd,1 ba,628 ft2,Cats & dogs negotiable,Non-smoking,Underground
540,450652,ON,Toronto,3122 Hurontario Street,Apartment,Unfurnished,Long Term,Immediate,1725,"$1,725 ",1 bd,1 ba,628 ft2,Cats & dogs negotiable,Non-smoking,Underground
135,451097,Hillhurst,Calgary,Hillhurst,Basement,Unfurnished,Short Term,Immediate,965,$965 ,2 bd,1 ba,800 ft2,Cats negotiable,Non-smoking,Outdoor
79,451118,West End,Vancouver,1168 Pendrell Street,Apartment,Unfurnished,Long Term,Immediate,2175,1087.5,1 bd,1 ba,503 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
502,451755,ON,Toronto,740 Dupont St.,Apartment,Unfurnished,Long Term,Immediate,1960,"$1,960 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
378,451900,The Greens on Gardiner,Regina,3005 Trombley St,Apartment,Unfurnished,Long Term,Immediate,1487,"$1,487 ",3 bd,2 ba,1074 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
555,453509,Hintonburg - Mechanicsville,Ottawa,883 Somerset Street West,Apartment,Unfurnished,Long Term,Immediate,1450,"$1,450 ",1 bd,1 ba,750 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
449,453643,Shaughnessy Park,Winnipeg,2 - 1335 Manitoba Avenue,Duplex,Unfurnished,Long Term,Immediate,795,$795 ,2 bd,1 ba,,No pets,Non-smoking,
598,454507,QC,Montreal,439 Avenue Thérèse Lavoie-Roux,Apartment,Unfurnished,Long Term,Immediate,1520,"$1,520 ",1 bd,1 ba,568 - 581,Cats & dogs negotiable,Non-smoking,Underground
122,454527,South Calgary,Calgary,2232 33 Avenue Southwest,Loft,Unfurnished,Negotiable,Immediate,1499,$500 ,1 bd,1 ba,525 ft2,Cats & dogs negotiable,Non-smoking,
437,454546,West Broadway,Winnipeg,217 Sherbrook Street,Apartment,Unfurnished,Long Term,Immediate,995,$995 ,2 bd,1 ba,,Cats & dogs negotiable,Smoke free building,
486,454562,ON,Mississauga,28 Elizabeth St. N.,Apartment,Unfurnished,Long Term,Immediate,1650,"$1,650 ",1 bd,1 ba,,No pets,Non-smoking,Underground
484,454564,ON,Mississauga,99 Agnes St.,Apartment,Unfurnished,Long Term,Immediate,1700,"$1,700 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
492,454568,ON,Mississauga,1745 Bloor St.,Apartment,Unfurnished,Long Term,Immediate,1550,"$1,550 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
491,454569,ON,Mississauga,121 Agnes St.,Apartment,Unfurnished,Long Term,Immediate,1625,"$1,625 ",1 bd,1 ba,,No pets,Non-smoking,Underground
490,454574,ON,Mississauga,31 Park Blvd.,Apartment,Unfurnished,Long Term,Immediate,1625,"$1,625 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
489,454578,ON,Mississauga,230 Lake Promenade,Apartment,Unfurnished,Long Term,Immediate,1625,"$1,625 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
488,454579,ON,Mississauga,21 Park Blvd.,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
487,454581,ON,Mississauga,1785 Bloor St.,Apartment,Unfurnished,Long Term,Immediate,1575,"$1,575 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
485,454585,ON,Mississauga,240 Lake Promenade,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
493,454588,ON,Mississauga,220 Lake Promenade,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,Non-smoking,Outdoor
612,454715,QC,Montreal,1430 rue City Councillors,Apartment,Unfurnished,Long Term,Immediate,715,$715 ,studio,1 ba,,No pets,Non-smoking,Outdoor
195,455310,Overlanders,Edmonton,1102 Hermitage Road,Apartment,Unfurnished,Long Term,Immediate,850,Ask,1 bd,1 ba,645 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
194,455311,Overlanders,Edmonton,35 Homestead Crescent,Apartment,Unfurnished,Long Term,Immediate,925,Ask,1 bd,1 ba,744 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
193,455312,Overlanders,Edmonton,"350, 354 & 358 Hooper Crescent",Apartment,Unfurnished,Long Term,Immediate,899,Ask,1 bd,1 ba,744 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
98,455655,BC,Kelowna,1402 - 1232 Ellis Street,Apartment,Furnished,Short Term,Immediate,7950,"$7,950 ",3 bd,3 ba,1990 ft2,Cats & dogs negotiable,Non-smoking,
223,455943,South Hill,Red-Deer,205 5011 39 Street,Apartment,Unfurnished,Long Term,Immediate,795,$500 ,1 bd,1 ba,,No pets,Non-smoking,Outdoor
606,456857,QC,Montreal,3252 Rue Sainte-Lucie,Duplex,Unfurnished,Long Term,Immediate,1315,"$1,325 ",3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
595,458063,Britannia,Ottawa,2880 Carling Avenue,Apartment,Unfurnished,Long Term,Immediate,1375,"$1,375 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
207,458065,McDougall,Edmonton,10746 102 Street Northwest,Apartment,Unfurnished,Long Term,Immediate,799,$799 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
619,458069,QC,Montreal,5915 Decarie,Apartment,Unfurnished,Long Term,Immediate,1450,"$1,450 ",2 bd,1 ba,,No pets,Non-smoking,
159,458503,Eau Claire,Calgary,108 Waterfront Court SW,Apartment,Unfurnished,Long Term,Immediate,1500,"$1,500 ",1 bd,1 ba,600 ft2,No pets,Non-smoking,
150,458521,Lower Mount Royal,Calgary,406 - 1313 Cameron Ave SW,Condo,Furnished,Negotiable,Immediate,1695,"$1,695 ",1 bd + den,2 ba,1070 ft2,No pets,Non-smoking,Underground
631,458766,QC,Montreal,1620 avenue Victoria,Apartment,Unfurnished,Long Term,Immediate,965,$965 ,1 bd,1 ba,,No pets,,
638,458775,QC,Montreal,5460 avenue Sunnybrooke,Apartment,Unfurnished,Long Term,Immediate,1095,"$1,095 ",1 bd,1 ba,,No pets,,
647,458985,NS,Halifax,2074 Robie Street,Apartment,Unfurnished,Long Term,Immediate,1480,"$1,480 ",1 bd,1 ba,,No pets,,
656,458986,NS,Halifax,2334 Longard Plaza,Apartment,Unfurnished,Long Term,Immediate,1165,"$1,165 ",1 bd,1 ba,,No pets,,
157,458992,Lynnwood,Calgary,135 Lynnview Road SE,Apartment,Unfurnished,Long Term,Immediate,975,$975 ,1 bd,1 ba,,No pets,,
40,458999,BC,Vancouver,10951 Mortfield Road,Apartment,Unfurnished,Long Term,Immediate,1775,"$1,775 ",2 bd,1 ba,,No pets,,
1,459003,Burnside,Victoria,243 Gorge Road East,Apartment,Unfurnished,Long Term,Immediate,1465,"$1,465 ",1 bd,1 ba,,No pets,,
71,459004,BC,Vancouver,1303 Eighth Avenue,Apartment,Unfurnished,Long Term,Immediate,1485,"$1,485 ",1 bd,1 ba,,No pets,,
48,459005,North Vancouver,Vancouver,308 Forbes Avenue,Apartment,Unfurnished,Long Term,Immediate,1690,"$1,690 ",1 bd,1 ba,,No pets,,
66,459006,BC,Vancouver,315 Agnes Street,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,,
67,459007,BC,Vancouver,329 Sherbrooke Street,Apartment,Unfurnished,Long Term,Immediate,1455,"$1,455 ",1 bd,1 ba,,No pets,,
68,459012,BC,Vancouver,11675 Seventh Avenue,Apartment,Unfurnished,Long Term,Immediate,1695,"$1,695 ",1 bd,1 ba,,No pets,,
64,459013,BC,Vancouver,810 St. Andrews Street,Apartment,Unfurnished,Long Term,Immediate,1505,"$1,505 ",1 bd,1 ba,,No pets,,
61,459015,BC,Vancouver,8350 11th Avenue,Apartment,Unfurnished,Long Term,Immediate,1700,"$1,700 ",2 bd,1 ba,,No pets,,
58,459016,BC,Vancouver,908 Sixth Avenue,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,,
69,459017,BC,Vancouver,910 St. Andrews Street,Apartment,Unfurnished,Long Term,Immediate,1785,"$1,785 ",2 bd,1 ba,,No pets,,
56,459018,Upper Capilano,Vancouver,1989 Marine Drive,Apartment,Unfurnished,Long Term,Immediate,1750,"$1,750 ",1 bd,1 ba,,No pets,,
72,459019,West End,Vancouver,990 Broughton Street,Apartment,Unfurnished,Long Term,Immediate,2520,"$2,520 ",2 bd,1 ba,,No pets,,
655,459023,NS,Halifax,1030 South Park Street,Apartment,Unfurnished,Long Term,Immediate,1270,"$1,270 ",1 bd,1 ba,,No pets,,
654,459024,NS,Halifax,1333 South Park Street,Apartment,Unfurnished,Long Term,Immediate,1445,"$1,445 ",1 bd,1 ba,,No pets,,
649,459025,NS,Halifax,40 Charlotte Lane,Apartment,Unfurnished,Long Term,Immediate,1280,"$1,280 ",1 bd,1 ba,,No pets,,
693,459027,PE,Charlottetown,20-22 Garfield Street,Apartment,Unfurnished,Long Term,Immediate,845,$845 ,1 bd,1 ba,,No pets,,
393,459039,Albert Park,Regina,4902 Queen Street,Apartment,Unfurnished,Long Term,Immediate,940,$940 ,1 bd,1 ba,,No pets,,
391,459040,Albert Park,Regina,4730-4760 Pasqua Street,Apartment,Unfurnished,Long Term,Immediate,940,$940 ,1 bd,1 ba,,No pets,,
524,459041,ON,Toronto,"2,6,7, 8 Park Vista",Apartment,Unfurnished,Long Term,Immediate,1565,"$1,565 ",1 bd,1 ba,,No pets,,
651,459042,NS,Halifax,76 Armenia Drive,Apartment,Unfurnished,Long Term,Immediate,1900,"$1,900 ",studio,1 ba,,No pets,,
633,459045,QC,Montreal,65 rue Sherbrooke Est,Apartment,Unfurnished,Long Term,Immediate,1125,"$1,125 ",1 bd,1 ba,,No pets,,
626,459046,QC,Montreal,135 rue Sherbrooke Est,Apartment,Unfurnished,Long Term,Immediate,1210,"$1,210 ",1 bd,1 ba,,No pets,,
637,459047,QC,Montreal,150 rue st Norbert,Apartment,Unfurnished,Long Term,Immediate,1775,"$1,775 ",2 bd,1 ba,,No pets,,
635,459051,QC,Montreal,315 boul. Rene Levesque Est,Apartment,Unfurnished,Long Term,Immediate,1105,"$1,105 ",1 bd,1 ba,,No pets,,
628,459054,QC,Montreal,1350 rue Du Fort,Apartment,Unfurnished,Long Term,Immediate,985,$985 ,1 bd,1 ba,,No pets,,
640,459059,QC,Montreal,6465 rue Sherbrooke Est,Apartment,Unfurnished,Long Term,Immediate,990,$990 ,1 bd,1 ba,,No pets,,
630,459063,QC,Montreal,6675 rue Darlington,Apartment,Unfurnished,Long Term,Immediate,705,$705 ,1 bd,1 ba,,No pets,,
632,459066,QC,Montreal,321 avenue Lanthier,Apartment,Unfurnished,Long Term,Immediate,1625,"$1,625 ",2 bd,1 ba,,No pets,,
614,459069,QC,Montreal,"5199 rue Sherbrooke Est, bureau 3361",Apartment,Unfurnished,Long Term,Immediate,1180,"$1,180 ",1 bd,1 ba,,No pets,,
39,459071,Killarney,Vancouver,3618-3688 Sawmill Crescent,Apartment,Unfurnished,Long Term,Immediate,2240,"$2,240 ",2 bd,1 ba,,No pets,,
152,459075,Beltline,Calgary,1017 11 Ave SW,Apartment,Unfurnished,Long Term,Immediate,1295,"$1,295 ",2 bd,1 ba,,No pets,,
692,459076,PE,Charlottetown,10 By Way Avenue,Apartment,Unfurnished,Long Term,Immediate,1335,"$1,335 ",2 bd,1 ba,,No pets,,
644,459078,NS,Halifax,5770 Spring Garden Road,Apartment,Unfurnished,Long Term,Immediate,1495,"$1,495 ",1 bd,1 ba,,No pets,,
648,459080,NS,Halifax,5885 Cunard Street,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,475 ",1 bd,1 ba,,No pets,,
646,459081,NS,Halifax,80 Chipstone Close - 81 Radcliffe Drive,Apartment,Unfurnished,Long Term,Immediate,1390,"$1,390 ",1 bd,1 ba,,No pets,,
38,459088,BC,Vancouver,101 Royal Avenue,Apartment,Unfurnished,Long Term,Immediate,1450,"$1,450 ",1 bd,1 ba,,No pets,,
645,459090,NS,Halifax,2001 Brunswick Street,Apartment,Unfurnished,Long Term,Immediate,1500,"$1,500 ",1 bd,1 ba,,No pets,,
653,459091,NS,Halifax,451 Broad Street,Apartment,Unfurnished,Long Term,Immediate,1945,"$1,945 ",studio,1 ba,,No pets,,
65,459182,BC,Vancouver,544 Sydney Avenue,Apartment,Unfurnished,Long Term,Immediate,1545,"$1,545 ",1 bd,1 ba,,No pets,,
4,459183,James Bay,Victoria,425 Simcoe Street,Apartment,Unfurnished,Long Term,Immediate,1720,"$1,720 ",1 bd,1 ba,,No pets,,
650,459184,NS,Halifax,1991 Brunswick Street,Apartment,Unfurnished,Long Term,Immediate,1355,"$1,355 ",1 bd,1 ba,,No pets,,
60,459542,BC,Vancouver,3836 Carrigan Court,Apartment,Unfurnished,Long Term,Immediate,1545,"$1,545 ",1 bd,1 ba,,No pets,,
586,459546,Emerald Woods - Sawmill Creek,Ottawa,2591-2601 Bridle Path Drive,Apartment,Unfurnished,Long Term,Immediate,1945,"$1,945 ",3 bd,1 ba,,No pets,,
70,459714,BC,Vancouver,10463 150th Street,Apartment,Unfurnished,Long Term,Immediate,1170,"$1,170 ",studio,1 ba,,No pets,,
289,459858,Timberlea,Fort-Mcmurray,177 Juniper Street,House,Negotiable,Negotiable,Immediate,2785,"$2,785 ",5 bd,3.5 ba,2400 ft2,Cats & dogs negotiable,Non-smoking,
652,460006,NS,Halifax,2065 Brunswick Street,Apartment,Unfurnished,Long Term,Immediate,1290,"$1,290 ",1 bd,1 ba,,No pets,,
250,460013,Grandview,Red-Deer,4703 40 Avenue,Apartment,Unfurnished,Negotiable,Immediate,995,$995 ,2 bd,1 ba,775 ft2,Cats negotiable,Smoking negotiable,Outdoor
234,460391,Highland Green,Red-Deer,"62, 5935 63 Street",Townhouse,Unfurnished,Long Term,Immediate,1025,"$1,025 ",3 bd,1.5 ba,,No pets,Non-smoking,Outdoor
362,460677,Hillsdale,Regina,22-41 Munroe Pl.,Apartment,Unfurnished,Long Term,Immediate,910,$299 ,1 bd,1 ba,670 ft2,Cats & dogs negotiable,Non-smoking,
361,460679,Hillsdale,Regina,41 Munroe Place,Townhouse,Unfurnished,Long Term,Immediate,1216,$299 ,2 bd,1 ba,850 ft2,Cats & dogs negotiable,Non-smoking,
246,460734,Downtown,Red-Deer,4712 47A Avenue,Apartment,Unfurnished,Long Term,Immediate,1465,"$1,465 ",2 bd,2 ba,,Cats & dogs negotiable,Non-smoking,
91,460860,BC,Kelowna,2206 Sundance Court,House,Unfurnished,Long Term,Immediate,3500,"$1,750 ",4 bd,3 ba,"2, 454",Cats & dogs negotiable,Non-smoking,Double garage
236,460898,Riverside Meadows,Red-Deer,5837 59 St,Duplex,Unfurnished,Long Term,Immediate,995,$995 ,2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
102,461266,BC,Kelowna,,House,Furnished,Short Term,Immediate,3200,"$5,000 ",2 bd,2 ba,,No cats,Non-smoking,Double garage
62,461292,BC,Vancouver,7425 18th Avenue,Apartment,Unfurnished,Long Term,Immediate,1470,"$1,470 ",1 bd,1 ba,,No pets,,
334,461561,Evergreen,Saskatoon,315 Kloppenburg Link,Townhouse,Unfurnished,Long Term,Immediate,1800,"$1,800 ",3 bd,2.5 ba,1400 ft2,No pets,,
574,461648,Cummings,Ottawa,1090 Kristin Way,Apartment,Unfurnished,Long Term,Immediate,1195,"$1,195 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
54,462015,BC,Vancouver,525 Tenth Street,Apartment,Unfurnished,Long Term,Immediate,1435,"$1,435 ",1 bd,1 ba,,No pets,,
269,462110,Lower Townsite,Fort-Mcmurray,217 - 100 Richard Street,Condo,Unfurnished,Long Term,Immediate,1500,"$1,500 ",2 bd,2 ba,900 ft2,No pets,Non-smoking,
406,462225,Rivergrove,Winnipeg,2766 Main St.,Apartment,Unfurnished,Long Term,1-Dec-21,1128,"$1,128 ",1 bd,1 ba,699 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
402,462420,Transitional,Regina,2022 Lorne Street,Apartment,Unfurnished,Long Term,Immediate,900,$900 ,1 bd,1 ba,454 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
89,462852,BC,Kelowna,715 Lone Pine Drive,House,Unfurnished,Long Term,Immediate,4200,"$2,100 ",5 bd,4 ba,4500 ft2,Cats & dogs negotiable,Non-smoking,Double garage
11,462978,Harris Green,Victoria,1147 Quadra St.,Apartment,Unfurnished,Long Term,Immediate,950,$475 ,studio,1 ba,,No pets,Non-smoking,Underground
3,463102,Fairfield,Victoria,976 Humboldt Street,Apartment,Unfurnished,Long Term,Immediate,1275,"$1,275 ",studio,1 ba,,No pets,,
262,463118,Abasand,Fort-Mcmurray,1 Haineault St.,Apartment,Unfurnished,Long Term,Immediate,978,$299 ,1 bd,1 ba,608 ft2,Cats & dogs negotiable,Non-smoking,
45,463195,West End,Vancouver,1644 NELSON ST,Apartment,Unfurnished,Long Term,Immediate,1590,$795 ,1 bd,1 ba,,No pets,Non-smoking,Underground
148,463469,Royal Oak,Calgary,Royal Oak,House,Unfurnished,Long Term,Immediate,2395,"$2,395 ",3 bd,3 ba,2100 ft2,Cats & dogs negotiable,Non-smoking,Double garage
611,463799,QC,Montreal,100 400 Place Juge Desnoyers,Apartment,Unfurnished,Long Term,Immediate,1299,"$1,299 ",1 bd,1 ba,515 ft2,Cats negotiable,Non-smoking,Underground
233,463897,Mountview,Red-Deer,"1101, 3907 39 Street (Vista Village)",Townhouse,Unfurnished,Long Term,Immediate,1075,"$1,075 ",2 bd,1 ba,,No pets,Non-smoking,
280,464040,Abasand,Fort-Mcmurray,201 Abasand Drive,Apartment,Unfurnished,Negotiable,Immediate,1200,"$1,200 ",1 bd,1 ba,,No pets,Non-smoking,Street
305,464078,Eagle Ridge,Fort-Mcmurray,118 - 136D Sandpiper Road,Condo,Furnished,Negotiable,Immediate,1750,"$1,750 ",1 bd,1 ba,864 ft2,No cats,Non-smoking,
374,464132,Cathedral,Regina,3104 Victoria Ave,Apartment,Unfurnished,Long Term,Immediate,750,$750 ,1 bd,1 ba,750 ft2,No pets,Non-smoking,
601,464315,QC,Montreal,8619 Champagneur,Apartment,Unfurnished,Long Term,Immediate,1050,First rent,2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
389,464570,Transitional,Regina,2055 Rose St,Apartment,Unfurnished,Long Term,Immediate,185,$185 ,studio,,100 ft2,No pets,Underground,
627,464825,QC,Montreal,2338 Quesnel,Apartment,Unfurnished,Long Term,Immediate,1590,"$1,590 ",2 bd,1 ba,,No pets,Non-smoking,
621,464826,QC,Montreal,1830 Frontenac,Apartment,Unfurnished,Long Term,Immediate,980,$980 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
301,464941,Abasand,Fort-Mcmurray,100 Acacia Drive,Townhouse,Unfurnished,Long Term,Immediate,1900,"$1,900 ",3 bd,1.5 ba,1050 ft2,Cats & dogs negotiable,Non-smoking,
59,465153,Kitsilano,Vancouver,210 - 1950 West 8th Avenue,Condo,Unfurnished,Long Term,Immediate,1800,$900 ,1 bd,1 ba,845 SF,No pets,Non-smoking,
421,465225,Daniel McIntyre,Winnipeg,690 Toronto Street,House,Unfurnished,Long Term,Immediate,834,$834 ,3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
593,465473,Briar Green - Leslie Park,Ottawa,151 Greenbank Road,Apartment,Unfurnished,Long Term,Immediate,1925,"$1,925 ",2 bd,1 ba,,No pets,Non-smoking,Underground
448,465626,St. John's,Winnipeg,1 - 375 Machray Avenue,Duplex,Unfurnished,Long Term,Immediate,1195,"$1,195 ",2 bd,1 ba,,No pets,,
660,465879,NS,Halifax,3075 Devonshire Avenue,Apartment,Unfurnished,Long Term,Immediate,1545,Other,1 bd,1 ba,670 ft2,Cats & dogs allowed,Non-smoking,Underground
558,465982,Tanglewood,Ottawa,15 Woodfield Drive,House,Unfurnished,Long Term,Immediate,1839,"$1,839 ",3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
142,466072,Winston Heights,Calgary,2124 6 Street Northeast,Basement,Unfurnished,Long Term,Immediate,895,$895 ,1 bd,1 ba,1250 ft2,No pets,Non-smoking,Outdoor
73,466131,BC,Vancouver,520 Tenth Street,Apartment,Unfurnished,Long Term,Immediate,1500,"$1,500 ",1 bd,1 ba,,No pets,,
162,466289,Beltline,Calgary,915 13th Avenue SW,Apartment,Unfurnished,Long Term,Immediate,1150,"$1,150 ",1 bd,1 ba,,No pets,,
642,466625,QC,Montreal,3480 Des Erables,Duplex,Unfurnished,Long Term,Immediate,1200,"$1,200 ",2 bd,1 ba,,No pets,Non-smoking,
428,466639,Crescentwood,Winnipeg,211 Guelph Street,Apartment,Unfurnished,Long Term,Immediate,864,Field: Market Rent/2,2 bd,2 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
474,466648,ON,Mississauga,5249 Dundas Street W,Apartment,Unfurnished,Long Term,Immediate,2025,"$2,025 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
143,466730,Edgemont,Calgary,Edgemont,Basement,Unfurnished,Long Term,Immediate,1250,"$1,250 ",2 bd,1 ba,1150 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
597,466732,QC,Montreal,1300 Ave Thérèse-Lavoie-Roux,Apartment,Unfurnished,Long Term,Immediate,1650,"$1,650 ",1 bd,1 ba,693 - 923,No pets,Non-smoking,Underground
561,466839,Carlingwood West - Glabar Park - McKellar Heights,Ottawa,940 Woodroffe Avenue,Townhouse,Unfurnished,Long Term,Immediate,2395,"$2,395 ",3 bd,3.5 ba,,Cats & dogs negotiable,Outdoor Covered Single garage,
88,467026,BC,Kelowna,McNaughton Road,House,Negotiable,Long Term,Immediate,4600,"$2,300 ",6 bd,4 ba,4300 ft2,Cats & dogs negotiable,Non-smoking,Single garage
583,467217,Westboro,Ottawa,391 Greenwood,Apartment,Unfurnished,Long Term,Immediate,2400,"$2,400 ",2 bd,1 ba,,Cats negotiable,Non-smoking,Outdoor
399,467225,Northeast Regina,Regina,112 Osler St,Duplex,Unfurnished,Long Term,Immediate,850,$850 ,2 bd,1 ba,800 ft2,Cats & dogs negotiable,Non-smoking,
478,467862,ON,Mississauga,200 Robert Speck Parkway,Apartment,Unfurnished,Long Term,Immediate,2900,"$2,900 ",3 bd,2 ba,1100 ft2,No pets,Non-smoking,Covered
155,467903,Mission,Calgary,208 Holy Cross Lane SW,Condo,Unfurnished,Long Term,Immediate,1575,"$1,575 ",1 bd + den,1 ba,,No pets,Non-smoking,Underground
63,467934,BC,Vancouver,504 - 6950 Nicholson RD,Condo,Unfurnished,12 months,Immediate,1750,"$1,750 ",1 bd,1 ba,600 ft2,No pets,Non-smoking,
80,467953,BC,Vancouver,803-2280 Bellevue Avenue,Apartment,Unfurnished,Long Term,Immediate,4000,"$4,000 ",2 bd,2 ba,1350 ft2,No pets,Non-smoking,Underground
643,467979,QC,Montreal,7276 Champagneur,Apartment,Unfurnished,Long Term,Immediate,1550,"$1,550 ",3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
433,468016,Bridgwater Forest,Winnipeg,224-235 Bridgeland Drive S,Apartment,Unfurnished,Long Term,Immediate,864,Field: Market Rent/2,2 bd,1 ba,840 ft2,No pets,Non-smoking,Outdoor
154,468071,Rosscarrock,Calgary,1116B - 1116 40 Street Southwest,Basement,Unfurnished,Long Term,Immediate,850,$850 ,2 bd,1 ba,1000 ft2,No pets,Non-smoking,Outdoor
92,468144,BC,Kelowna,851 Martin Avenue,Townhouse,Furnished,Short Term,Immediate,4500,"$4,500 ",3 bd,2.5 ba,1200 ft2,No pets,Non-smoking,
13,468187,Oak Bay,Victoria,King George Terrace,House,Unfurnished,Negotiable,1-Dec-21,6499,"$6,499 ",4 bd + den,3.5 ba,3651 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
97,468196,BC,Kelowna,1232 Ellis Street,Condo,Furnished,Negotiable,Immediate,3500,"$1,750 ",2 bd + den,2 ba,1135 ft2,Cats & dogs negotiable,Non-smoking,
291,468313,Eagle Ridge,Fort-Mcmurray,108 Woodpecker Green,Basement,Negotiable,Long Term,Immediate,2100,"$2,100 ",3 bd + den,3 ba,1800 ft2,No pets,Non-smoking,
209,468424,Charlesworth,Edmonton,5207 Four Ave SW,Apartment,Unfurnished,Long Term,1-Dec-21,1299,"$1,299 ",1 bd,1 ba,673 ft2,Cats & dogs negotiable,Non-smoking,Underground
610,468486,QC,Montreal,663 Bloomfield,Duplex,Unfurnished,Long Term,Immediate,2025,"$2,025 ",3 bd,2 ba,,No pets,Non-smoking,Outdoor
451,468525,St. John's,Winnipeg,1 - 361 Saint Johns Avenue,Duplex,Unfurnished,Long Term,Immediate,995,$995 ,3 bd,1 ba,,No pets,,
256,468560,Clearview Meadows,Red-Deer,"3, 41 Cosgrove Crescent",Townhouse,Unfurnished,Long Term,Immediate,1095,"$1,095 ",2 bd,1.5 ba,,No pets,Non-smoking,Outdoor
425,468602,Bridgwater Forest,Winnipeg,229-235 Bridgeland Drive S,Apartment,Unfurnished,Long Term,Immediate,864,Field: Market Rent/2,2 bd,1 ba,840 ft2,No pets,Non-smoking,Outdoor
